M_0_norm,M_1_norm,M_2_norm,M_3_norm,target
0.03637291347765879,-0.22240330291177754,0.9976952082873779,0.17871558411710814,-1
-0.9268897149938042,0.9067072287411267,0.003889640361428233,-0.3185942841657528,1
0.6388220715795612,-0.5094886281326958,0.39227033033807945,-0.026616266718760384,-1
-0.6160798892047525,0.4567941474721134,-0.3380737007271017,-0.009823775966461322,1
-0.84197098913915,0.7961393596986815,0.059566610757109735,-0.5000790287012531,1
-0.6205262774254683,0.6282413443430391,0.0021509641277068624,-0.8030276899891671,-1
-0.44762737808878206,0.3230841663045052,-0.3948950135056957,-0.2705662657349184,-1
0.2707194401924339,-0.28317398232652474,0.002392193749505762,-0.4863576323366957,-1
-0.013120489831620464,0.03494857308416638,-0.011205149228572972,-0.044993253679609886,1
0.6866389678547999,-0.6915833695494712,0.008459851250057226,0.8058147721493202,1
-0.3879291493549093,0.30874257569172825,-0.20839962708464266,0.5153191011027831,1
0.4770026969895766,-0.6344343039258294,0.7002626223108268,-0.3626197390706462,-1
0.4616225672425104,-0.5058670143415905,-0.1723218559198232,0.5199648038415512,-1
0.2623369050222319,-0.1581558742575691,-0.4572837527937438,0.5619441396695471,1
-0.11232597128070568,0.0655874257569174,-0.10616837794305548,0.18074668189045165,1
-0.15453021357241772,0.06602201941184982,0.4320580266284873,-0.2471327025956909,-1
-0.5543406953859611,0.6567796610169491,-0.4610238940520833,-0.06583125421902533,1
-0.22363146001895187,0.3614732724902217,-0.7014069646937393,-0.07960749523331109,1
-0.061156060937386215,0.058489062726350974,-0.0020950268241013183,0.11914315419293114,1
-0.1844157737444421,0.0888019701579023,-0.21448493147264114,0.3186882188122225,1
-0.59727385377943,0.7900550485296248,0.9886410231865116,-0.6693053595516688,1
0.323711640790145,-0.3348181949876866,0.0017978598986968773,-0.5285638038561525,-1
0.6866389678547999,-0.7110676517456177,0.008459851250057226,0.8058147721493202,-1
0.577666010642175,-0.47765464290888004,0.3901753035139781,0.09252688747417076,-1
0.3869086668124499,-0.3508619440822831,0.20895246577794047,0.416109257925192,1
0.11874043297616448,-0.17372881355932207,-0.18850858829062428,-0.02107915714452253,-1
-0.13426634594358192,0.10488193539040996,0.2956939097428298,0.056901917364340165,1
-0.1312048983162038,0.20835144140228887,0.36120943609038203,-0.2204370693405455,1
0.3063634375683359,-0.2842604664638562,-0.0017386762337213706,-0.4844334058234142,-1
-0.0610831693272104,0.1593147906707229,-0.21090956386383605,0.05450036276901276,1
0.9204752532983452,-0.9298855570042012,-0.005523808731047286,0.6527768416357113,-1
-0.24921641519061144,0.3720846008981601,0.4684889020223167,-0.5169508859899372,1
-0.5258400758072745,0.4797913950456322,-0.034279911266122565,-0.5332095065949207,-1
-0.6160798892047525,0.7676010430247718,-0.3380737007271017,-0.009823775966461322,1
-0.2359501421386399,0.2696291467477908,-0.017498845044512608,0.050040625910609884,1
0.84197098913915,-0.7903447776329131,-0.059566610757109735,0.5000790287012531,-1
0.5543406953859611,-0.41369694335796026,0.4610238940520833,0.06583125421902533,-1
0.9400102048254246,-0.9265174561784733,0.007315508867144741,0.3635875378453627,-1
0.6953130694657045,-0.8190279588584672,0.4123352159454612,0.08996525670542584,-1
-0.3536700925723449,0.21805736636245104,-0.6966872547020216,0.09843188302743654,1
0.30709235367009263,-0.3455381718093583,0.2597361707086641,0.2728321012458603,-1
-0.8647131715139588,0.875488917861799,0.005369981146132043,-0.4636389860160314,1
0.0,0.031218310879327818,0.0,0.0,1
-0.3536700925723449,0.4848254382152687,-0.6966872547020216,0.09843188302743654,1
-0.2214447117136817,0.2722004925394756,0.05741564662940288,0.302948661287914,1
0.12333260441723168,-0.126720266550775,0.00357536760880513,-0.2641878560432097,-1
0.8035571105765725,-0.8169998551354481,-0.0074650079702333625,0.5827821402089626,-1
-0.038413878562577525,0.09720411415326673,0.05210160278687638,0.08270311150770944,1
0.6160798892047525,-0.6807547443140664,0.3380737007271017,0.009823775966461322,-1
0.4511261753772141,-0.5717803853397073,0.4155542329638864,0.4293539606785615,-1
0.0610831693272104,-0.1593147906707229,0.21090956386383605,-0.05450036276901276,-1
0.3349369487571981,-0.3888164566130669,-0.5313572703927679,0.10736121988212168,-1
-0.6762883592098551,0.6651818050123134,0.0023047917126221033,-0.992165545608847,-1
0.20176397696625128,-0.2790815587425757,0.2180214676050594,-0.3628186168449608,-1
0.4932575260587507,-0.4516152397508329,0.2501143301882473,0.12033161698803807,-1
-0.3428821342663459,0.4001521077792264,-0.01618673237080107,-0.5410439609860738,-1
0.770026969895765,-0.8125090540344777,0.031060894247697382,0.1938208026217851,-1
-0.3049056053648225,0.3605678690424453,0.198130428811041,0.17357964140234478,1
0.7555944310809826,-0.8528538316673909,-0.2071694226054964,0.6822757566575852,-1
0.5264961002988555,-0.6945168767202664,0.2861019523950239,0.15413041517169127,-1
0.08491872585465418,-0.11636245110821378,0.05567697039568152,-0.18148474453550026,-1
-0.6725708870908959,0.5101405186150948,-0.3581385863344834,-0.12640529939064754,1
-0.5066695823310737,0.4736346516007532,-0.019891038794018368,0.5363982582473056,1
0.22363146001895187,-0.3809575546863682,0.7014069646937393,0.07960749523331109,-1
-0.3946351774910708,0.5128567289584238,-0.3954893473565046,-0.3127724372543753,1
-0.4894671623296158,0.6979211936839055,0.9634152970212554,-0.35449392247781264,1
0.0747139004300605,-0.1550050702593075,-0.38127432169776376,0.10385554591635926,-1
-0.8035571105765725,0.7799869621903519,0.0074650079702333625,-0.5827821402089626,1
-0.16845251111597054,0.2010719976821672,0.05682131277859399,0.2607424897684571,1
-0.4375683358845396,0.4122845139794291,0.02024414302302836,-0.8108621443803201,-1
-0.4243020628325681,0.3098290598290598,-0.46574360404380105,-0.2438706324797729,-1
-0.14068080763904084,0.12860350572214993,-0.007111903741223378,0.30831825407594804,1
-0.22363146001895187,0.06348688975807623,-0.7014069646937393,-0.07960749523331109,-1
0.1312048983162038,-0.05240475155729391,-0.36120943609038203,0.2204370693405455,1
-0.8550914789707705,0.8741127046211792,0.04836146152853677,-0.545072282380863,1
-0.07952474670165463,0.07011444299579894,-0.0050168769171220606,0.1891750998830169,1
-0.8166776004081929,0.8081269013472403,-0.0037401412583396095,-0.6277753938885724,1
-0.07952474670165463,0.0967695204983342,-0.0050168769171220606,0.1891750998830169,1
0.6336467672570888,-0.6019122120817035,0.00905418510086611,0.8480209436687769,1
-0.09949704788978793,0.2253005939446618,-0.15880796107695966,0.1372034742767222,1
0.5829870981849988,-0.6347240330291175,0.30616683800240563,0.2707119385958775,-1
